"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"3387",3387,14609396,"Main Stimuli J_YES (Latin Square) ",53,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","Human",405.300000023853,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"3388",3388,14609396,"Main Stimuli J_YES (Latin Square) ",54,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","AI",2161.30000004766,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3389",3389,14609396,"Main Stimuli J_YES (Latin Square) ",55,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane","No","No","yes","no","yes","Yes","AI",198.900000000023,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"3390",3390,14609396,"Main Stimuli J_YES (Latin Square) ",56,"SubstitutedConsent2","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",2036.49999997613,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3391",3391,14609396,"Main Stimuli J_YES (Latin Square) ",57,"footbridge","crane","Footbridge_Crane","Yes","No","yes","yes","no","No","AI",364.299999952316,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","footbridgeCrane","Footbridge","Yes","Yes","Yes","No","No","No"
"3392",3392,14609396,"Main Stimuli J_YES (Latin Square) ",58,"costless rescue","trolley","Costless_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",416.900000000081,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"3393",3393,14609396,"Main Stimuli J_YES (Latin Square) ",59,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",355.700000023819,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"3394",3394,14609396,"Main Stimuli J_YES (Latin Square) ",60,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",169.800000023853,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"3395",3395,14609396,"Main Stimuli J_YES (Latin Square) ",61,"better alternative","trolley","Better_Alternative_Trolley","Yes","No","no","yes","yes","No","Human",3620.89999995229,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","better alternative","Better_Alternative","Yes","Yes","No","Yes","No","No"
"3396",3396,14609396,"Main Stimuli J_YES (Latin Square) ",62,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","AI",1710.20000004768,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"3397",3397,14609396,"Main Stimuli J_YES (Latin Square) ",63,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley","No","No","no","yes","yes","Yes","AI",237.19999995234,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"3398",3398,14609396,"Main Stimuli J_YES (Latin Square) ",64,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","Human",590.5,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"3399",3399,14609396,"Main Stimuli J_YES (Latin Square) ",65,"implied consent","trolley","Implied_Consent_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",620.200000047684,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"3400",3400,14609396,"Main Stimuli J_YES (Latin Square) ",66,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",499.5,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3401",3401,14609396,"Main Stimuli J_YES (Latin Square) ",67,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley","No","No","no","no","no","Yes","Human",1054.30000002385,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"3402",3402,14609396,"Main Stimuli J_YES (Latin Square) ",68,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",526.200000047684,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"3403",3403,14609396,"Main Stimuli J_YES (Latin Square) ",69,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane","No","No","no","yes","no","Yes","Human",372.500000047672,"1","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"3404",3404,14609396,"Main Stimuli J_YES (Latin Square) ",70,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","Human",490.40000002383,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3405",3405,14609396,"Main Stimuli J_YES (Latin Square) ",71,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane","No","No","no","yes","yes","Yes","AI",609.59999997617,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"3406",3406,14609396,"Main Stimuli J_YES (Latin Square) ",72,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","Human",6293.09999997617,"0","J_YES","Woman",1,34,"Mexico","","","","","","","Latina","Other (specified)",FALSE,"Latina","Latina","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"3407",3407,14609446,"Main Stimuli J_YES (Latin Square) ",1,"costless rescue","crane","Costless_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",532,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"3408",3408,14609446,"Main Stimuli J_YES (Latin Square) ",2,"DropEquipment","trolley","Drop_Equipment_Trolley","No","No","yes","yes","no","Yes","Human",344.499999976157,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","DropEquipment","Drop_Equipment","No","No","No","No","No","Yes"
"3409",3409,14609446,"Main Stimuli J_YES (Latin Square) ",3,"disproportionate death","trolley","Disproportionate_Death_Trolley","Yes","No","no","no","yes","No","AI",420.100000023842,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","disproportionate death","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"3410",3410,14609446,"Main Stimuli J_YES (Latin Square) ",4,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane","No","No","no","no","yes","Yes","AI",289.5,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"3411",3411,14609446,"Main Stimuli J_YES (Latin Square) ",5,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane","No","No","no","yes","yes","Yes","AI",3176.00000004769,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"3412",3412,14609446,"Main Stimuli J_YES (Latin Square) ",6,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","Human",4521.80000002384,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"3413",3413,14609446,"Main Stimuli J_YES (Latin Square) ",7,"InefficientRisk","crane","Inefficient_Risk_Crane","No","No","yes","no","yes","Yes","AI",353.699999999997,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","InefficientRiskCrane","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"3414",3414,14609446,"Main Stimuli J_YES (Latin Square) ",8,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",534.600000000006,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3415",3415,14609446,"Main Stimuli J_YES (Latin Square) ",9,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","Human",3851.70000007152,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3416",3416,14609446,"Main Stimuli J_YES (Latin Square) ",10,"collapse bridge","crane","Collapse_Bridge_Crane","Yes","Yes","yes","yes","yes","Yes","AI",1275.8,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"3417",3417,14609446,"Main Stimuli J_YES (Latin Square) ",11,"drop man","crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","Human",536.599999976155,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"3418",3418,14609446,"Main Stimuli J_YES (Latin Square) ",12,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane","Yes","No","no","no","yes","No","Human",366.299999976152,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"3419",3419,14609446,"Main Stimuli J_YES (Latin Square) ",13,"SubstitutedConsent","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",2483.50000007152,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3420",3420,14609446,"Main Stimuli J_YES (Latin Square) ",14,"ExpensiveCollapse","crane","Expensive_Collapse_Crane","No","Yes","yes","yes","yes","Yes","AI",582,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"3421",3421,14609446,"Main Stimuli J_YES (Latin Square) ",15,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley","No","No","no","yes","yes","Yes","AI",733.300000000003,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"3422",3422,14609446,"Main Stimuli J_YES (Latin Square) ",16,"Unprohibted_BetterAlternative_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Disproportionate_Cost_Trolley","No","No","no","no","yes","Yes","AI",326.199999999997,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"3423",3423,14609446,"Main Stimuli J_YES (Latin Square) ",17,"Unprohibted_BetterAlternative_Equipment_Intended_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Trolley","No","No","no","yes","no","Yes","Human",390.099999976155,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_Equipment_Intended_Trolley","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"3424",3424,14609446,"Main Stimuli J_YES (Latin Square) ",18,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","Human",351.800000071526,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"3425",3425,14609446,"Main Stimuli J_YES (Latin Square) ",19,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane","No","No","yes","no","yes","Yes","AI",405.899999976158,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"3426",3426,14609446,"Main Stimuli J_YES (Latin Square) ",20,"BetterAlternative_DisproportionateCost_","trolley","Better_Alternative_Disproportionate_Cost_Trolley","Yes","No","no","no","yes","No","Human",384.999999976164,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BetterAlternative_DisproportionateCost_Trolley","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"3427",3427,14609446,"Main Stimuli J_YES (Latin Square) ",21,"SubstitutedConsent2","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",356.600000047678,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3428",3428,14609446,"Main Stimuli J_YES (Latin Square) ",22,"disproportionate death","crane","Disproportionate_Death_Crane","Yes","No","no","no","yes","No","AI",248.900000047695,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","disproportionate deathCrane","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"3429",3429,14609446,"Main Stimuli J_YES (Latin Square) ",23,"man-in-front","crane","Man_in_Front_Crane","Yes","Yes","yes","yes","yes","Yes","Human",501.30000004769,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"3430",3430,14609446,"Main Stimuli J_YES (Latin Square) ",24,"implied consent","trolley","Implied_Consent_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",712.100000047678,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"3431",3431,14609446,"Main Stimuli J_YES (Latin Square) ",25,"BystanderPHO","crane","Bystander_PHO_Crane","Yes","Yes","yes","yes","yes","Yes","Human",2248.60000000001,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BystanderPHOCrane","Bystander_PHO","Yes","No","No","No","No","Yes"
"3432",3432,14609446,"Main Stimuli J_YES (Latin Square) ",26,"SubstitutedConsent2","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",291.399999999994,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3433",3433,14609446,"Main Stimuli J_YES (Latin Square) ",27,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","AI",429.70000007152,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"3434",3434,14609446,"Main Stimuli J_YES (Latin Square) ",28,"Footbridge_Equipment_Save_","crane","Footbridge_Equipment_Save_Crane","Yes","No","yes","no","yes","No","AI",814.100000023842,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Footbridge_Equipment_Save_Crane","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"3435",3435,14609446,"Main Stimuli J_YES (Latin Square) ",29,"BystanderPHA&O","trolley","Bystander_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","AI",3573.10000007151,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BystanderPHA&O","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3436",3436,14609446,"Main Stimuli J_YES (Latin Square) ",30,"better alternative","trolley","Better_Alternative_Trolley","Yes","No","no","yes","yes","No","Human",481.799999999988,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","better alternative","Better_Alternative","Yes","Yes","No","Yes","No","No"
"3437",3437,14609446,"Main Stimuli J_YES (Latin Square) ",31,"ExpensiveRescue","crane","Expensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",270.599999999977,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","ExpensiveRescueCrane","Expensive_Rescue","No","No","No","No","No","Yes"
"3438",3438,14609446,"Main Stimuli J_YES (Latin Square) ",32,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",295.500000023836,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"3439",3439,14609446,"Main Stimuli J_YES (Latin Square) ",33,"drop man","trolley","Drop_Man_Trolley","Yes","No","yes","yes","no","No","Human",279.500000047672,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","drop man","Drop_Man","Yes","Yes","Yes","No","No","No"
"3440",3440,14609446,"Main Stimuli J_YES (Latin Square) ",34,"man-in-front","trolley","Man_in_Front_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",330.800000023853,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","man-in-front","Man_in_Front","Yes","No","No","No","No","Yes"
"3441",3441,14609446,"Main Stimuli J_YES (Latin Square) ",35,"bystander","trolley","Bystander_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",462.700000000012,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","bystander","Bystander","Yes","No","No","No","No","Yes"
"3442",3442,14609446,"Main Stimuli J_YES (Latin Square) ",36,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley","No","Yes","yes","yes","yes","Yes","AI",232.900000071531,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"3443",3443,14609446,"Main Stimuli J_YES (Latin Square) ",37,"HypotheticalConsent","crane","Hypothetical_Consent_Crane","No","No","yes","yes","no","Yes","Human",3689.70000000001,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","HypotheticalConsentCrane","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"3444",3444,14609446,"Main Stimuli J_YES (Latin Square) ",38,"FootbridgePHA","trolley","Footbridge_PHA_Trolley","Yes","No","yes","yes","no","No","Human",365.500000047672,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHA","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"3445",3445,14609446,"Main Stimuli J_YES (Latin Square) ",39,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Crane","No","No","no","no","no","Yes","Human",422.600000047707,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"3446",3446,14609446,"Main Stimuli J_YES (Latin Square) ",40,"implied consent","crane","Implied_Consent_Crane","Yes","Yes","yes","yes","yes","Yes","AI",401.000000071537,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"3447",3447,14609446,"Main Stimuli J_YES (Latin Square) ",41,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",365.399999976158,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"3448",3448,14609446,"Main Stimuli J_YES (Latin Square) ",42,"expensive equipment","crane","Expensive_Equipment_Crane","Yes","No","no","no","yes","No","Human",474.400000047695,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","expensive equipmentCrane","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"3449",3449,14609446,"Main Stimuli J_YES (Latin Square) ",43,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","AI",702.799999999988,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3450",3450,14609446,"Main Stimuli J_YES (Latin Square) ",44,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",295.199999976147,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3451",3451,14609446,"Main Stimuli J_YES (Latin Square) ",45,"SuicidalRescue","crane","Suicidal_Rescue_Crane","Yes","Yes","yes","yes","yes","Yes","AI",322.700000071549,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SuicidalRescueCrane","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"3452",3452,14609446,"Main Stimuli J_YES (Latin Square) ",46,"EfficientRisk","trolley","Efficient_Risk_Trolley","No","Yes","yes","yes","yes","Yes","Human",3154.00000002387,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","EfficientRisk","Efficient_Risk","No","No","No","No","No","Yes"
"3453",3453,14609446,"Main Stimuli J_YES (Latin Square) ",47,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley","No","No","no","no","no","Yes","Human",318.30000004766,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"3454",3454,14609446,"Main Stimuli J_YES (Latin Square) ",48,"HypotheticalConsent","trolley","Hypothetical_Consent_Trolley","No","No","yes","yes","no","Yes","Human",311.500000023865,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","HypotheticalConsent","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"3455",3455,14609446,"Main Stimuli J_YES (Latin Square) ",49,"FootbridgePHA","crane","Footbridge_PHA_Crane","Yes","No","yes","yes","no","No","Human",317.599999999977,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"3456",3456,14609446,"Main Stimuli J_YES (Latin Square) ",50,"expensive equipment","trolley","Expensive_Equipment_Trolley","Yes","No","no","no","yes","No","Human",4238.09999999998,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"3457",3457,14609446,"Main Stimuli J_YES (Latin Square) ",51,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane","No","No","no","yes","no","Yes","Human",367.700000000012,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"3458",3458,14609446,"Main Stimuli J_YES (Latin Square) ",52,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",245.499999976135,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"3459",3459,14609446,"Main Stimuli J_YES (Latin Square) ",53,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",290.700000023819,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"3460",3460,14609446,"Main Stimuli J_YES (Latin Square) ",54,"EfficientRisk","crane","Efficient_Risk_Crane","No","Yes","yes","yes","yes","Yes","Human",259.200000000012,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
