"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"4643",4643,15132696,"CollapseBridge_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",35,"collapse bridge","trolley","Collapse_Bridge_Trolley",2160.10000001191,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"4644",4644,15132696,"DropMan_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",36,"drop man","truck","Drop_Man_Truck",4924.50000000893,"0","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","drop manTruck","Drop_Man","Yes","Yes","Yes","No","No","No"
"4645",4645,15132696,"Footbridge_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",37,"footbridge","mine","Footbridge_Mine",3226.80000000895,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","footbridgeMine","Footbridge","Yes","Yes","Yes","No","No","No"
"4646",4646,15132696,"ManInFront_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",38,"man-in-front","trolley","Man_in_Front_Trolley",3521.60000000001,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","man-in-front","Man_in_Front","Yes","No","No","No","No","Yes"
"4647",4647,15132696,"IntentionalHomicide_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",39,"intentional homicide","truck","Intentional_Homicide_Truck",856.500000005937,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","intentional homicideTruck","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"4648",4648,15132696,"LoopTrack_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",40,"loop","trolley","Loop_Track_Trolley",582.500000011933,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"4649",4649,15132696,"EfficientRisk_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",41,"EfficientRisk","crane","Efficient_Risk_Crane",658.200000000012,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
"4650",4650,15132696,"Omission_Bystander_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",42,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley",498.400000000023,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"4651",4651,15132696,"DisproportionalDeath_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",43,"disproportionate death","trolley","Disproportionate_Death_Trolley",926.400000002992,"0","J_YES","Yes","No","Human","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","disproportionate death","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"4652",4652,15132696,"ExpensiveRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",44,"ExpensiveRescue","mine","Expensive_Rescue_Mine",382.70000000298,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","ExpensiveRescueMine","Expensive_Rescue","No","No","No","No","No","Yes"
"4653",4653,15132696,"ManInFront_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",45,"man-in-front","truck","Man_in_Front_Truck",1281.4000000119,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","man-in-frontTruck","Man_in_Front","Yes","No","No","No","No","Yes"
"4654",4654,15132696,"Unprohibted_BetterAlternative_DisproportionateCost_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",46,"Unprohibted_BetterAlternative_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Disproportionate_Cost_Trolley",807.000000008964,"0","J_YES","No","No","Ai","No","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"4655",4655,15132696,"Unprohibited_BetterAlternative_Equipment_Intended_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",47,"Unprohibted_BetterAlternative_Equipment_Intended_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Trolley",187.400000011898,"1","J_YES","No","No","Ai","No","Yes","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Equipment_Intended_Trolley","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"4656",4656,15132696,"Unprohibted_BetterAlternative_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",48,"Unprohibted_BetterAlternative_","truck","Unprohibited_Better_Alternative_Truck",2238.9000000119,"1","J_YES","Yes","Yes","Ai","No","No","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Truck","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"4657",4657,15132696,"LoopTrack_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",49,"loop","truck","Loop_Track_Truck",1533.09999999998,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","loopTruck","Loop_Track","Yes","Yes","Yes","No","No","No"
"4658",4658,15132696,"DropEquipment_Crane_Hang.mp4","Main Stimuli J_YES (Simplified Latin Square)",50,"DropEquipment","Crane","Drop_Equipment_Crane",1081.9000000119,"1","J_YES","No","No","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"4659",4659,15132696,"CollapseBridge_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",51,"collapse bridge","truck","Collapse_Bridge_Truck",3097.79999999999,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","collapse bridgeTruck","Collapse_Bridge","Yes","No","No","No","No","Yes"
"4660",4660,15132696,"DropEquipment_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",52,"DropEquipment","truck","Drop_Equipment_Truck",264.600000011909,"1","J_YES","No","Yes","Ai","No","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","DropEquipmentTruck","Drop_Equipment","No","No","No","No","No","Yes"
"4661",4661,15132696,"IntentionalHomicide_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",53,"intentional homicide","mine","Intentional_Homicide_Mine",1349.69999999995,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","intentional homicideMine","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"4662",4662,15132696,"SubstitutedConsent_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",54,"SubstitutedConsent","mine","Substituted_Consent_Mine",1113.60000001191,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","SubstitutedConsentMine","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"4663",4663,15132696,"SuicidalRescue_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",55,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley",962.200000000012,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"4664",4664,15132696,"LoopTrack_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",56,"loop","crane","Loop_Track_Crane",2826.600000003,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"4665",4665,15132696,"DropEquipment_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",57,"DropEquipment","crane","Drop_Equipment_Crane",146.400000011898,"1","J_YES","No","No","Ai","Yes","Yes","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"4666",4666,15132696,"Footbridge_PHA&O_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",58,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane",2104.30000000598,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"4667",4667,15132696,"ManInFront_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",59,"man-in-front","mine","Man_in_Front_Mine",2188.00000000297,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","man-in-frontMine","Man_in_Front","Yes","No","No","No","No","Yes"
"4668",4668,15132696,"CollapseBridge_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",60,"collapse bridge","mine","Collapse_Bridge_Mine",2892.00000001193,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","collapse bridgeMine","Collapse_Bridge","Yes","No","No","No","No","Yes"
"4669",4669,15132696,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",61,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Crane",2057.00000000896,"0","J_YES","No","No","Human","No","No","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"4670",4670,15132696,"SuicidalRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",62,"SuicidalRescue","mine","Suicidal_Rescue_Mine",557.200000011944,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","SuicidalRescueMine","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"4671",4671,15132696,"CollapseBridge_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",63,"collapse bridge","crane","Collapse_Bridge_Crane",2908.60000001191,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"4672",4672,15132696,"InexpensiveRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",64,"InexpensiveRescue","truck","Inexpensive_Rescue_Truck",528.200000000012,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","InexpensiveRescueTruck","Inexpensive_Rescue","No","No","No","No","No","Yes"
"4673",4673,15132696,"Omission_Bystander_PHO_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",65,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane",1396.30000000598,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"4674",4674,15132696,"BetterAlternative_DisproportionateCost_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",66,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane",429.600000011909,"0","J_YES","Yes","No","Human","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"4675",4675,15132696,"Footbridge_PHA&O_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",67,"FootbridgePHA&O","truck","Footbridge_PHA_PHO_Truck",3121.00000000297,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OTruck","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"4676",4676,15132696,"CostlessRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",68,"costless rescue","truck","Costless_Rescue_Truck",523.800000002957,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","costless rescueTruck","Costless_Rescue","No","No","No","No","No","Yes"
"4677",4677,15132696,"Bystander_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",69,"bystander","crane","Bystander_Crane",1594.70000000595,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"4678",4678,15132696,"Footbridge_PHA&O_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",70,"FootbridgePHA&O","mine","Footbridge_PHA_PHO_Mine",4982.29999999993,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OMine","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"4679",4679,15132696,"HypotheticalConsent_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",71,"HypotheticalConsent","trolley","Hypothetical_Consent_Trolley",830.600000005972,"1","J_YES","No","No","Human","Yes","Yes","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","HypotheticalConsent","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"4680",4680,15132696,"InefficientRisk_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",72,"InefficientRisk","truck","Inefficient_Risk_Truck",1315.20000001194,"0","J_YES","Yes","No","Ai","No","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","InefficientRiskTruck","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"4681",4681,15132696,"Footbridge_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",73,"footbridge","trolley","Footbridge_Trolley",3032.59999999998,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"4682",4682,15132696,"Bystander_PHA&O_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",74,"BystanderPHA&O","truck","Bystander_PHA_PHO_Truck",2919.40000000002,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","BystanderPHA&OTruck","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"4683",4683,15132696,"DropMan_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",75,"drop man","crane","Drop_Man_Crane",3008.00000001193,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"4684",4684,15132696,"HypotheticalConsent_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",76,"HypotheticalConsent","mine","Hypothetical_Consent_Mine",4652.50000001193,"0","J_YES","No","Yes","Human","No","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","HypotheticalConsentMine","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"4685",4685,15132696,"Implied_Consent_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",77,"implied consent","mine","Implied_Consent_Mine",549.79999999993,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","implied consentMine","Implied_Consent","Yes","No","No","No","No","Yes"
"4686",4686,15132696,"BetterAlternative_DisproportionateCost_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",78,"BetterAlternative_DisproportionateCost_","trolley","Better_Alternative_Disproportionate_Cost_Trolley",600,"0","J_YES","Yes","No","Human","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","BetterAlternative_DisproportionateCost_Trolley","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"4687",4687,15132696,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",79,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley",854.300000008952,"0","J_YES","No","No","Human","No","No","No","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"4688",4688,15132696,"Footbridge_PHA&O_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",80,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley",2064.00000001187,"0","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
